标题,价格,面积,装修,类型,小区,小区名称,行政区,社区
万年场新华公园列五中学，Loft鸺米挑高，地铁旁，恒大豪庭,2200,39平方米,精装修,普通住宅,中海新华府>成华>新华公园,中海新华府,成华,新华公园
唐人街可以押一付三 房子装修温馨 居住舒适,900,45平方米,精装修,普通住宅,隆腾世纪朗域>崇州>崇州城区,隆腾世纪朗域,崇州,崇州城区
翡翠半岛 南延线 远大中央公园 华府大道 天府五街 月付,2000,50平方米,精装修,普通住宅,嘉年华青年城smart公寓>高新区>美年广场,嘉年华青年城smart公寓,高新区,美年广场
可短租 精装青年公寓拎包入住 采光好 邻地铁悠方金融城 誉峰,2800,45平方米,精装修,普通住宅,誉峰遇见>高新区>金融城,誉峰遇见,高新区,金融城
二号线东大路地铁口 攀成钢 家电家具全新 精装套一,3200,50平方米,精装修,公寓,天誉>锦江>攀成钢,天誉,锦江,攀成钢
龙泉印象 地铁口 标准大套一 房东直签 带空调 长租可少,1100,57平方米,精装修,普通住宅,龙泉印象>龙泉驿>总站片区,龙泉印象,龙泉驿,总站片区
东门大桥 太古里  都汇华庭 临地铁 配套齐全  有大阳台,4700,68平方米,豪华装修,普通住宅,恒大都汇华庭>锦江>春熙路,恒大都汇华庭,锦江,春熙路
吉利汽车对面 主题公园旁 价格可谈,950,43平方米,精装修,普通住宅,三盛都会城>龙泉驿>龙泉驿周边,三盛都会城,龙泉驿,龙泉驿周边
0中介可月付 龙爪堰 武侯立交 高升桥 红牌楼可拎包入住住,700,14平方米,精装修,公寓,少陵路29号院>武侯>外双楠,少陵路29号院,武侯,外双楠
地铁3.7.10号！太平园站！红牌楼站！电梯标间！全实图,1700,40平方米,精装修,普通住宅,交大格外>武侯>红牌楼,交大格外,武侯,红牌楼
龙湖梵悦台，对中庭，一室一厅一卫一阳台，地铁口,2600,48平方米,精装修,普通住宅,龙湖梵城>成华>崔家店,龙湖梵城,成华,崔家店
二号线牛王庙 阳光新业 九眼桥 兰桂坊 精装套一,2500,40平方米,精装修,普通住宅,天紫界小区>锦江>九眼桥,天紫界小区,锦江,九眼桥
嘉年华青年城smart公寓 1室1厅1卫 1400元月,1400,32平方米,精装修,普通住宅,嘉年华青年城smart公寓>高新区>美年广场,嘉年华青年城smart公寓,高新区,美年广场
龙渡英郡套一精装房 家电齐全 小区环境优美,1000,60平方米,精装修,普通住宅,龙渡英郡>双流>蛟龙港,龙渡英郡,双流,蛟龙港
标准套一改的小套二 保存好 久居福临金港华府翰林上岛棠湖春天,1600,58平方米,精装修,普通住宅,和贵久居福>双流>航空港,和贵久居福,双流,航空港
万景峰公寓，水电气三通，随时看房，周围配套完善，地铁6号线,850,39平方米,简单装修,公寓,万景峰(西区商住楼)>郫都>红光,万景峰(西区商住楼),郫都,红光
出租 顺江小区简装套一,800,42平方米,简单装修,普通住宅,顺江小区(三区)>高新西区>百草路,顺江小区(三区),高新西区,百草路
新上房源秒杀价）怡和新城F1区 包物业费 停车方便 随时看房,900,45平方米,精装修,普通住宅,怡和新城F1区>龙泉驿>总站片区,怡和新城F1区,龙泉驿,总站片区
太平园红牌楼地铁口|精装好房，交通便利,1500,50平方米,豪华装修,普通住宅,西汽国际唯驿>武侯>红牌楼,西汽国际唯驿,武侯,红牌楼
婚房出租！中国华商豪装套一 悠方旁 银泰华悦府 花漾锦江,6000,106平方米,豪华装修,普通住宅,华侨凤凰中国华商金融中心>高新区>金融城,华侨凤凰中国华商金融中心,高新区,金融城
首租好房！中国华商豪装套一 轻奢现代！银泰中心华悦府 金融城,6500,115平方米,豪华装修,普通住宅,华侨凤凰中国华商金融中心>高新区>金融城,华侨凤凰中国华商金融中心,高新区,金融城
高新区金融城 中国华商豪装一居 空调地暖 银泰中心 凯德天府,6000,97平方米,豪华装修,普通住宅,华侨凤凰中国华商金融中心>高新区>金融城,华侨凤凰中国华商金融中心,高新区,金融城
中国华商温馨一居 金融城核心CBD 银泰中心华悦府 花漾锦江,6200,99平方米,豪华装修,普通住宅,华侨凤凰中国华商金融中心>高新区>金融城,华侨凤凰中国华商金融中心,高新区,金融城
城南高端物业中国华商花漾锦江银泰中心豪装一居室特价出租悠方,5800,92平方米,豪华装修,普通住宅,华侨凤凰中国华商金融中心>高新区>金融城,华侨凤凰中国华商金融中心,高新区,金融城
中国华商豪装套一 交子公馆 高端品质！银泰中心 凯德天府 租,6000,98平方米,豪华装修,普通住宅,华侨凤凰中国华商金融中心>高新区>金融城,华侨凤凰中国华商金融中心,高新区,金融城
必看好房 金融城 中国华商豪华套一 拎包入住 银泰中心华悦府,6500,106平方米,豪华装修,普通住宅,华侨凤凰中国华商金融中心>高新区>金融城,华侨凤凰中国华商金融中心,高新区,金融城
地铁站六百米，温江西南财大东门，睿城精装套一，临近小吃街,1100,40平方米,精装修,普通住宅,海科名城>温江>大学城,海科名城,温江,大学城
龙平地铁口 带空调 电梯精装套一 押一付三 有钥匙随时看,1200,48平方米,精装修,普通住宅,丽阳晶舍>龙泉驿>商业片区,丽阳晶舍,龙泉驿,商业片区
银石广场 东大街 都汇华庭 标准套一 带阳台 可小刀 随时看,5000,67平方米,精装修,普通住宅,恒大都汇华庭>锦江>春熙路,恒大都汇华庭,锦江,春熙路
出租 顺江小区简装套一,850,42平方米,简单装修,普通住宅,顺江小区(三区)>高新西区>百草路,顺江小区(三区),高新西区,百草路
850一个月带空调，有钥匙，随时看房，速度约哦,850,40平方米,精装修,公寓,万景峰(西区商住楼)>郫都>红光,万景峰(西区商住楼),郫都,红光
丽阳晶舍 龙平路地铁口 精装套一 可拎包入住 随时看房,1200,48平方米,精装修,普通住宅,丽阳晶舍>龙泉驿>商业片区,丽阳晶舍,龙泉驿,商业片区
天府一街 水街旁 地铁5号线 峰度天下精装修套一,2600,62平方米,精装修,公寓,峰度天下(商住楼)>武侯>火车南站,峰度天下(商住楼),武侯,火车南站
押一付一 月付短租 西部智谷 京东 联邦财富中心 拧包入住,500,14平方米,精装修,平房,潮福苑>武侯>机投镇,潮福苑,武侯,机投镇
堰山河畔精装套一，周边生活配套完整,1300,56平方米,精装修,普通住宅,堰山和畔二期>都江堰>都江堰城区,堰山和畔二期,都江堰,都江堰城区
押一付一 月付短租 武侯大道地铁口 伊藤洋华堂 拧包入住,500,14平方米,精装修,平房,一椽坊>武侯>内双楠,一椽坊,武侯,内双楠
凤溪河地铁口 积家御景套一  诚心出租,1300,40.5平方米,精装修,公寓,积家御景(商住楼)>温江>南熏大道,积家御景(商住楼),温江,南熏大道
押一付一 月付短租 武侯大道地铁口 大悦城 拧包入住,500,14平方米,精装修,平房,交大花园武侯小区>武侯>五大花园,交大花园武侯小区,武侯,五大花园
月付无中介 精装套一！天府三街中和 中和中学 喜港城楠香山,1000,40平方米,精装修,普通住宅,润兰庭苑(二期)>高新区>中和,润兰庭苑(二期),高新区,中和
押一付一 月付短租 西部智谷 京东 联邦财富中心 拧包入住,500,14平方米,精装修,平房,银杏苑二期>武侯>机投镇,银杏苑二期,武侯,机投镇
剑南大道 红星美凯龙 怡心湖 天府三小 鑫苑鑫都汇 环宇坊,1500,55平方米,精装修,普通住宅,天府鹤林西区>天府新区>华阳,天府鹤林西区,天府新区,华阳
可月付 靠近龙爪堰地铁口 五大花园 妇幼保健院 金楠天街,600,14平方米,精装修,其他,红运花园馨苑>武侯>五大花园,红运花园馨苑,武侯,五大花园
押一付一 月付短租 龙爪堰东坡路地铁口 龙湖天街 拧包入住,500,14平方米,精装修,平房,海天阁>武侯>五大花园,海天阁,武侯,五大花园
金融城!稀却通气大套一 临近地铁 现代轻奢 誉峰遇见  悠方,5300,80平方米,精装修,公寓,誉峰>高新区>金融城,誉峰,高新区,金融城
清江西路地铁口，温馨套一有阳台，西单商场旁中大君悦金沙拎包住,2000,60平方米,精装修,普通住宅,揽胜金沙>青羊>金沙,揽胜金沙,青羊,金沙
春熙路 太古里 精装套一 晶融汇 密码锁 随时看房,5000,80平方米,精装修,普通住宅,恒大都汇华庭>锦江>春熙路,恒大都汇华庭,锦江,春熙路
可月付武侯大道地铁 精装修 大悦城 金楠国际鹭岛国际 无中介,600,14平方米,精装修,其他,交大花园武侯小区>武侯>五大花园,交大花园武侯小区,武侯,五大花园
万景峰公寓，水电气三通，随时看房，周围配套完善,900,39平方米,简单装修,公寓,万景峰(西区商住楼)>郫都>红光,万景峰(西区商住楼),郫都,红光
世豪广场 成都七中 铁像寺 天府二街 复城国际 环球中心,1700,45平方米,精装修,普通住宅,清凤时代城>高新区>大源,清凤时代城,高新区,大源
鑫苑名家 标准套一带阳台  精装修 家具家电齐全 拎包入住,1700,49平方米,精装修,普通住宅,鑫苑名家二期>锦江>三圣乡,鑫苑名家二期,锦江,三圣乡
东门大街 明宇豪雅 兰桂坊 邻地铁 精装套一 配套齐全,2300,50平方米,精装修,普通住宅,蓉上坊(一期)>锦江>牛王庙,蓉上坊(一期),锦江,牛王庙
唐安银座温馨套一，周边生活交通便利。非常适合情侣居住,1100,46平方米,精装修,公寓,唐安银座>崇州>崇州城区,唐安银座,崇州,崇州城区
可月付 靠近红牌地铁口 双楠伊藤洋华堂 高升桥 拎包入住,600,14平方米,精装修,其他,名人风景>武侯>红牌楼,名人风景,武侯,红牌楼
好房实拍 恒大都汇华庭 春熙路太古里 豪华套一有阳台随时看房,4700,68平方米,精装修,普通住宅,恒大都汇华庭>锦江>春熙路,恒大都汇华庭,锦江,春熙路
无中介 万科天荟 二仙桥 理工大学  龙湖三千集 Sm广场,1800,35平方米,精装修,普通住宅,万科天荟>成华>杉板桥,万科天荟,成华,杉板桥
2号线塔子山公园地铁口 无中介 实图实价 拒绝虚假 拎包入住,2200,60平方米,精装修,普通住宅,花果新居一期>锦江>川师,花果新居一期,锦江,川师
可月付靠近西部智谷 草堂立交 京东 武青南路地铁口 拎包入住,600,14平方米,精装修,其他,武新花园>武侯>机投镇,武新花园,武侯,机投镇
整租 天府三街旁 中和地铁口 喜港城精装套一拎包入住随时看房,1900,47平方米,精装修,普通住宅,新景鼎南川宇>高新区>中和,新景鼎南川宇,高新区,中和
柳河苑五期  装修套一出租  无物业费停车费,800,50平方米,简单装修,普通住宅,柳河苑五期>新津>新津城区,柳河苑五期,新津,新津城区
强力推荐 豪装LOFT套一 家具家电全齐公寓,1600,34平方米,豪华装修,公寓,仁和新华>温江>光华大道,仁和新华,温江,光华大道
强力推荐 豪装LOFT套一 家具家电全齐公寓,2000,34平方米,豪华装修,普通住宅,仁和新华>温江>光华大道,仁和新华,温江,光华大道
欧洲中心 天府大道 软件园 世纪城附近嘉年华青年城 套一标间,1650,30平方米,精装修,公寓,嘉年华青年城smart公寓>高新区>美年广场,嘉年华青年城smart公寓,高新区,美年广场
世纪城地铁口 航天城上城 汇锦城 香月湖温馨一居室 环境优美,1800,50平方米,豪华装修,公寓,香月湖>高新区>世纪城,香月湖,高新区,世纪城
整租 整租 天府三街附近龙祥佳苑3期 小区好停车 物管便宜,1600,52平方米,精装修,普通住宅,龙祥佳苑三期>高新区>中和,龙祥佳苑三期,高新区,中和
可短租 天府四街 银泰城 长虹大厦 天香 美年广场 精装修,2000,45平方米,精装修,普通住宅,朗基天香>高新区>南延线,朗基天香,高新区,南延线
蓉上坊 未来中心 阳光新业 牛王庙地铁口 可拎包入住,2200,50平方米,精装修,公寓,蓉上坊(一期)>锦江>牛王庙,蓉上坊(一期),锦江,牛王庙
誉峰 金融城 中海城南一号 华商 大磨方 悠方购物中心 套一,5000,70平方米,精装修,普通住宅,誉峰遇见>高新区>金融城,誉峰遇见,高新区,金融城
华商 誉峰 中海城南一号 悠方购物中心 仁和新城 精装套一,7000,80平方米,精装修,普通住宅,华侨凤凰中国华商金融中心>高新区>金融城,华侨凤凰中国华商金融中心,高新区,金融城
独立住 不是合租 价格便宜 距离一环路很近 交通便利,700,36平方米,毛坯,普通住宅,文家后巷大院>金牛>沙湾,文家后巷大院,金牛,沙湾
带车位理想中心 天府新谷 仁和新城 九方 茂业中心 必看好房,2200,50平方米,豪华装修,普通住宅,雄飞新园名都>高新区>理想中心,雄飞新园名都,高新区,理想中心
琉璃场地铁站A口50米，康郡南区 非中介可养宠物,1450,20平方米,精装修,普通住宅,康郡(南区)>锦江>成仁路,康郡(南区),锦江,成仁路
天府三街精装 通气大标间带阳台带衣帽间 世豪广场 拎包入住,2000,49.2平方米,精装修,公寓,锦城南府>高新区>大源,锦城南府,高新区,大源
直租！无中介！槐树店！理工大学！世纪大道！奥园国际！拎包入住,850,45平方米,毛坯,普通住宅,华晨雅庭>成华>槐树店,华晨雅庭,成华,槐树店
三瓦窑地铁口50米，科华南路火车南站出门地铁站 非,1400,19平方米,精装修,普通住宅,东苑B区>武侯>科华路,东苑B区,武侯,科华路
五街loft套一房冬直租天府五街天府三街孵化园软件园银泰城,2400,80平方米,简单装修,普通住宅,正成南郡>高新区>南延线,正成南郡,高新区,南延线
套一整租，八宝街附近，家电齐全，拎包入住，家电齐全，押一付一,1350,35平方米,简单装修,普通住宅,八宝街小区>青羊>八宝街,八宝街小区,青羊,八宝街
